Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Avg Time Connected,Avg Commands Run,Avg File Modifications
534,2,2022-10-21 03:37:07.479,0,0,0,2022-10-23-0408_DATABASE_2_log,,,,
535,4,2022-10-21 03:37:07.480,0,0,0,2022-10-23-0408_DATABASE_4_log,,,,
536,2,2022-10-21 03:37:07.480,0,0,0,2022-10-23-0409_DATABASE_2_log,,,,
537,1,2022-10-21 03:37:07.487,0.017,0,0,2022-10-23-0411_DATABASE_1_log,,,,
538,1,2022-10-21 03:37:07.488,0.017,0,0,2022-10-23-0431_DATABASE_1_log,,,,
539,2,2022-10-21 03:37:07.488,-0.682,0,0,2022-10-23-0431_DATABASE_2_log,,,,
540,4,2022-10-21 03:37:07.488,0,0,0,2022-10-23-0431_DATABASE_4_log,,,,
541,4,2022-10-21 03:37:07.489,0,0,0,2022-10-23-0435_DATABASE_4_log,,,,
542,1,2022-10-21 03:37:07.490,0,0,0,2022-10-23-0437_DATABASE_1_log,,,,
543,1,2022-10-21 03:37:07.490,0,0,0,2022-10-23-0438_DATABASE_1_log,,,,
544,2,2022-10-21 03:37:07.490,0,0,0,2022-10-23-0439_DATABASE_2_log,,,,
545,2,2022-10-21 03:37:07.490,0,0,0,2022-10-23-0440_DATABASE_2_log,,,,
546,4,2022-10-21 03:37:07.492,0,0,0,2022-10-23-0445_DATABASE_4_log,,,,
547,4,2022-10-21 03:37:07.496,0,0,0,2022-10-23-0446_DATABASE_4_log,,,,
548,3,2022-10-21 03:37:07.497,0,0,0,2022-10-23-0448_DATABASE_3_log,,,,
549,4,2022-10-21 03:37:07.498,0,0,0,2022-10-23-0448_DATABASE_4_log,,,,
550,4,2022-10-21 03:37:07.508,0,0,0,2022-10-23-0449_DATABASE_4_log,,,,
551,4,2022-10-21 03:37:07.508,0,0,0,2022-10-23-0451_DATABASE_4_log,,,,
552,2,2022-10-21 03:37:07.509,0,0,0,2022-10-23-0452_DATABASE_2_log,,,,
553,4,2022-10-21 03:37:07.509,0,0,0,2022-10-23-0453_DATABASE_4_log,,,,
554,4,2022-10-21 03:37:07.509,0,0,0,2022-10-23-0455_DATABASE_4_log,,,,
555,4,2022-10-21 03:37:07.510,0,0,0,2022-10-23-0456_DATABASE_4_log,,,,
556,4,2022-10-21 03:37:07.510,0.029,0,0,2022-10-23-0457_DATABASE_4_log,,,,
557,4,2022-10-21 03:37:07.510,0.087,0,0,2022-10-23-0459_DATABASE_4_log,,,,
558,4,2022-10-21 03:37:07.511,-0.688,0,0,2022-10-23-0501_DATABASE_4_log,,,,
559,4,2022-10-21 03:37:07.511,-0.663,0,0,2022-10-23-0502_DATABASE_4_log,,,,
560,3,2022-10-21 03:37:07.511,0.184,0,0,2022-10-23-0503_DATABASE_3_log,,,,
561,4,2022-10-21 03:37:07.511,-0.224,0,0,2022-10-23-0504_DATABASE_4_log,,,,
562,4,2022-10-21 03:37:07.512,0.063,0,0,2022-10-23-0506_DATABASE_4_log,,,,
563,4,2022-10-21 03:37:07.512,0.098,0,0,2022-10-23-0508_DATABASE_4_log,,,,
564,4,2022-10-21 03:37:07.512,0.131,0,0,2022-10-23-0509_DATABASE_4_log,,,,
565,4,2022-10-21 03:37:07.519,0.181,0,0,2022-10-23-0510_DATABASE_4_log,,,,
566,4,2022-10-21 03:37:07.519,0.185,0,0,2022-10-23-0511_DATABASE_4_log,,,,
567,4,2022-10-21 03:37:07.519,0.187,0,0,2022-10-23-0513_DATABASE_4_log,,,,
568,4,2022-10-21 03:37:07.525,0.193,0,0,2022-10-23-0515_DATABASE_4_log,,,,
569,4,2022-10-21 03:37:07.526,0.202,0,0,2022-10-23-0516_DATABASE_4_log,,,,
570,1,2022-10-21 03:37:07.556,0.203,0,0,2022-10-23-0517_DATABASE_1_log,,,,
571,4,2022-10-21 03:37:07.560,0.203,0,0,2022-10-23-0517_DATABASE_4_log,,,,
572,2,2022-10-21 03:37:07.564,0.203,0,0,2022-10-23-0518_DATABASE_2_log,,,,
573,4,2022-10-21 03:37:08.242,0.205,0,0,2022-10-23-0519_DATABASE_4_log,,,,
574,4,2022-10-21 03:38:22.956,0.231,0,0,2022-10-23-0521_DATABASE_4_log,,,,
575,4,2022-10-21 03:43:43.089,0.232,0,0,2022-10-23-0522_DATABASE_4_log,,,,
576,1,2022-10-21 03:45:27.889,0.534,0,0,2022-10-23-0523_DATABASE_1_log,,,,
577,4,2022-10-21 03:46:36.009,-0.677,0,0,2022-10-23-0523_DATABASE_4_log,,,,
578,1,2022-10-21 03:47:40.714,0.319,0,0,2022-10-23-0524_DATABASE_1_log,,,,
579,4,2022-10-21 03:49:28.906,0.315,0,0,2022-10-23-0525_DATABASE_4_log,,,,
580,4,2022-10-21 03:50:28.115,0.138,0,0,2022-10-23-0527_DATABASE_4_log,,,,
581,4,2022-10-21 03:51:11.674,0.141,0,0,2022-10-23-0528_DATABASE_4_log,,,,
582,1,2022-10-21 03:55:32.947,0.274,0,0,2022-10-23-0529_DATABASE_1_log,,,,
583,4,2022-10-21 03:55:32.948,-0.386,0,0,2022-10-23-0529_DATABASE_4_log,,,,
584,3,2022-10-21 03:55:32.949,-0.189,0,0,2022-10-23-0530_DATABASE_3_log,,,,
585,4,2022-10-21 03:55:32.949,0.067,0,0,2022-10-23-0531_DATABASE_4_log,,,,
586,1,2022-10-21 03:55:32.949,0.309,0,0,2022-10-23-0533_DATABASE_1_log,,,,
587,2,2022-10-21 03:55:32.950,0.333,0,0,2022-10-23-0533_DATABASE_2_log,,,,
588,3,2022-10-21 03:55:32.950,0.367,0,0,2022-10-23-0533_DATABASE_3_log,,,,
589,4,2022-10-21 03:55:32.957,0.367,0,0,2022-10-23-0533_DATABASE_4_log,,,,
590,4,2022-10-21 03:55:32.958,0.378,0,0,2022-10-23-0535_DATABASE_4_log,,,,
591,4,2022-10-21 03:55:32.958,0.388,0,0,2022-10-23-0537_DATABASE_4_log,,,,
592,1,2022-10-21 03:55:32.959,0.389,0,0,2022-10-23-0538_DATABASE_1_log,,,,
593,4,2022-10-21 03:55:34.239,0.39,0,0,2022-10-23-0539_DATABASE_4_log,,,,
594,4,2022-10-21 03:55:34.239,0.39,0,0,2022-10-23-0540_DATABASE_4_log,,,,
595,4,2022-10-21 03:55:34.240,0.4,0,0,2022-10-23-0541_DATABASE_4_log,,,,
596,4,2022-10-21 03:55:36.398,0.401,0,0,2022-10-23-0542_DATABASE_4_log,,,,
597,3,2022-10-21 03:55:36.399,0.401,0,0,2022-10-23-0544_DATABASE_3_log,,,,
598,4,2022-10-21 03:55:36.400,0.401,0,0,2022-10-23-0544_DATABASE_4_log,,,,
599,4,2022-10-21 03:55:36.400,0.401,0,0,2022-10-23-0545_DATABASE_4_log,,,,
600,4,2022-10-21 03:55:41.016,0.401,0,0,2022-10-23-0547_DATABASE_4_log,,,,
601,4,2022-10-21 03:55:51.403,0.416,0,0,2022-10-23-0549_DATABASE_4_log,,,,
602,4,2022-10-21 03:58:56.979,0.416,0,0,2022-10-23-0551_DATABASE_4_log,,,,
603,4,2022-10-21 04:00:43.358,0.416,0,0,2022-10-23-0552_DATABASE_4_log,,,,
604,4,2022-10-21 04:03:23.540,0.418,0,0,2022-10-23-0553_DATABASE_4_log,,,,
605,3,2022-10-21 04:05:44.837,0,0,0,2022-10-23-0554_DATABASE_3_log,,,,
606,4,2022-10-21 04:05:44.857,-0.003,1,0,2022-10-23-0555_DATABASE_4_log,,,,
607,4,2022-10-21 04:05:44.858,0.339,0,0,2022-10-23-0557_DATABASE_4_log,,,,
608,4,2022-10-21 04:05:44.858,-0.354,0,0,2022-10-23-0558_DATABASE_4_log,,,,
609,1,2022-10-21 04:05:44.859,-0.347,0,0,2022-10-23-0600_DATABASE_1_log,,,,
610,4,2022-10-21 04:05:44.859,-0.346,0,0,2022-10-23-0600_DATABASE_4_log,,,,
611,2,2022-10-21 04:05:44.860,-0.346,0,0,2022-10-23-0601_DATABASE_2_log,,,,
612,4,2022-10-21 04:05:44.860,-0.345,0,0,2022-10-23-0602_DATABASE_4_log,,,,
613,4,2022-10-21 04:05:44.861,-0.34,0,0,2022-10-23-0604_DATABASE_4_log,,,,
614,4,2022-10-21 04:05:44.861,0.314,0,0,2022-10-23-0605_DATABASE_4_log,,,,
615,2,2022-10-21 04:05:44.861,-0.051,0,0,2022-10-23-0606_DATABASE_2_log,,,,
616,4,2022-10-21 04:05:44.862,0.345,0,0,2022-10-23-0607_DATABASE_4_log,,,,
617,4,2022-10-21 04:05:44.862,0.361,0,0,2022-10-23-0608_DATABASE_4_log,,,,
618,4,2022-10-21 04:05:44.862,0.413,0,0,2022-10-23-0610_DATABASE_4_log,,,,
619,4,2022-10-21 04:05:44.862,0.413,0,0,2022-10-23-0611_DATABASE_4_log,,,,
620,4,2022-10-21 04:05:44.863,0.414,0,0,2022-10-23-0612_DATABASE_4_log,,,,
621,3,2022-10-21 04:05:44.863,0.414,0,0,2022-10-23-0614_DATABASE_3_log,,,,
622,4,2022-10-21 04:05:44.863,0.444,0,0,2022-10-23-0614_DATABASE_4_log,,,,
623,1,2022-10-21 04:05:44.864,0.445,0,0,2022-10-23-0615_DATABASE_1_log,,,,
624,3,2022-10-21 04:05:44.864,0.445,0,0,2022-10-23-0615_DATABASE_3_log,,,,
625,4,2022-10-21 04:05:44.864,0.467,0,0,2022-10-23-0616_DATABASE_4_log,,,,
626,4,2022-10-21 04:05:44.864,-0.036,0,0,2022-10-23-0617_DATABASE_4_log,,,,
627,4,2022-10-21 04:05:44.864,0,0,0,2022-10-23-0618_DATABASE_4_log,,,,
628,4,2022-10-21 04:05:44.873,0,0,0,2022-10-23-0620_DATABASE_4_log,,,,
629,4,2022-10-21 04:05:44.873,-0.328,0,0,2022-10-23-0621_DATABASE_4_log,,,,
630,4,2022-10-21 04:05:44.873,-0.252,0,0,2022-10-23-0622_DATABASE_4_log,,,,
631,4,2022-10-21 04:05:44.874,-0.183,0,0,2022-10-23-0624_DATABASE_4_log,,,,
632,1,2022-10-21 04:05:44.874,-0.181,0,0,2022-10-23-0625_DATABASE_1_log,,,,
633,1,2022-10-21 04:05:44.874,-0.164,0,0,2022-10-23-0626_DATABASE_1_log,,,,
634,4,2022-10-21 04:05:44.876,-0.162,0,0,2022-10-23-0626_DATABASE_4_log,,,,
635,1,2022-10-21 04:05:44.876,-0.161,0,0,2022-10-23-0627_DATABASE_1_log,,,,
636,4,2022-10-21 04:05:44.876,-0.176,0,0,2022-10-23-0627_DATABASE_4_log,,,,
637,1,2022-10-21 04:05:44.877,-0.172,0,0,2022-10-23-0628_DATABASE_1_log,,,,
638,4,2022-10-21 04:05:44.877,-0.058,0,0,2022-10-23-0628_DATABASE_4_log,,,,
639,1,2022-10-21 04:05:44.877,-0.054,0,0,2022-10-23-0629_DATABASE_1_log,,,,
640,2,2022-10-21 04:05:44.877,-0.047,0,0,2022-10-23-0630_DATABASE_2_log,,,,
641,3,2022-10-21 04:05:44.877,-0.046,0,0,2022-10-23-0630_DATABASE_3_log,,,,
642,4,2022-10-21 04:05:44.878,-0.045,0,0,2022-10-23-0630_DATABASE_4_log,,,,
643,4,2022-10-21 04:05:44.878,-0.045,0,0,2022-10-23-0632_DATABASE_4_log,,,,
644,4,2022-10-21 04:05:44.878,-0.044,0,0,2022-10-23-0633_DATABASE_4_log,,,,
645,4,2022-10-21 04:06:27.464,-0.043,0,0,2022-10-23-0634_DATABASE_4_log,,,,
646,4,2022-10-21 04:07:01.435,-0.041,0,0,2022-10-23-0636_DATABASE_4_log,,,,
647,4,2022-10-21 04:07:14.759,-0.041,0,0,2022-10-23-0637_DATABASE_4_log,,,,
648,4,2022-10-21 04:08:46.582,-0.041,0,0,2022-10-23-0638_DATABASE_4_log,,,,
649,4,2022-10-21 04:15:52.555,-0.04,0,0,2022-10-23-0640_DATABASE_4_log,,,,
650,4,2022-10-21 04:24:32.904,-0.039,0,0,2022-10-23-0641_DATABASE_4_log,,,,
651,4,2022-10-21 04:43:23.937,-0.039,0,0,2022-10-23-0642_DATABASE_4_log,,,,
652,2,2022-10-21 04:43:23.938,-0.037,0,0,2022-10-23-0643_DATABASE_2_log,,,,
653,4,2022-10-21 04:43:23.939,-0.037,0,0,2022-10-23-0644_DATABASE_4_log,,,,
654,4,2022-10-21 04:43:23.940,-0.036,0,0,2022-10-23-0645_DATABASE_4_log,,,,
655,2,2022-10-21 04:43:23.941,0,0,0,2022-10-23-0647_DATABASE_2_log,,,,
656,4,2022-10-21 04:43:23.941,-0.684,0,0,2022-10-23-0647_DATABASE_4_log,,,,
657,2,2022-10-21 04:43:23.942,0.479,0,0,2022-10-23-0648_DATABASE_2_log,,,,
658,4,2022-10-21 04:43:24.892,0.576,0,0,2022-10-23-0648_DATABASE_4_log,,,,
659,2,2022-10-21 04:43:24.893,0.312,0,0,2022-10-23-0649_DATABASE_2_log,,,,
660,4,2022-10-21 04:43:24.894,0.328,0,0,2022-10-23-0650_DATABASE_4_log,,,,
661,2,2022-10-21 04:43:24.894,0.312,0,0,2022-10-23-0651_DATABASE_2_log,,,,
662,2,2022-10-21 04:43:24.894,0.312,0,0,2022-10-23-0652_DATABASE_2_log,,,,
663,4,2022-10-21 04:43:24.898,-0.397,0,0,2022-10-23-0652_DATABASE_4_log,,,,
664,2,2022-10-21 04:43:29.948,-0.396,0,0,2022-10-23-0653_DATABASE_2_log,,,,
665,4,2022-10-21 04:43:29.948,-0.396,0,0,2022-10-23-0653_DATABASE_4_log,,,,
666,1,2022-10-21 04:48:07.535,-0.395,0,0,2022-10-23-0654_DATABASE_1_log,,,,
667,1,2022-10-21 04:49:02.275,-0.389,0,0,2022-10-23-0655_DATABASE_1_log,,,,
668,2,2022-10-21 04:56:25.294,-0.389,0,0,2022-10-23-0655_DATABASE_2_log,,,,
669,4,2022-10-21 04:56:25.301,-0.388,0,0,2022-10-23-0655_DATABASE_4_log,,,,
670,2,2022-10-21 04:56:25.303,-0.386,0,0,2022-10-23-0657_DATABASE_2_log,,,,
671,4,2022-10-21 04:56:25.309,-0.385,0,0,2022-10-23-0657_DATABASE_4_log,,,,
672,1,2022-10-21 04:56:25.318,-0.385,0,0,2022-10-23-0658_DATABASE_1_log,,,,
673,2,2022-10-21 04:56:25.318,-0.382,0,0,2022-10-23-0658_DATABASE_2_log,,,,
674,1,2022-10-21 04:56:25.320,-0.381,0,0,2022-10-23-0659_DATABASE_1_log,,,,
675,2,2022-10-21 04:56:25.321,-0.377,0,0,2022-10-23-0659_DATABASE_2_log,,,,
676,4,2022-10-21 04:56:25.322,-0.377,0,0,2022-10-23-0659_DATABASE_4_log,,,,
677,4,2022-10-21 04:56:25.322,-0.377,0,0,2022-10-23-0700_DATABASE_4_log,,,,
678,1,2022-10-21 04:56:25.323,-0.376,0,0,2022-10-23-0701_DATABASE_1_log,,,,
679,2,2022-10-21 04:56:25.324,-0.376,0,0,2022-10-23-0701_DATABASE_2_log,,,,
680,1,2022-10-21 04:56:25.324,-0.68,0,0,2022-10-23-0702_DATABASE_1_log,,,,
681,2,2022-10-21 04:56:25.325,0.036,0,0,2022-10-23-0702_DATABASE_2_log,,,,
682,4,2022-10-21 04:56:25.325,0.04,0,0,2022-10-23-0702_DATABASE_4_log,,,,
683,1,2022-10-21 04:56:25.326,0.115,0,0,2022-10-23-0703_DATABASE_1_log,,,,
684,1,2022-10-21 04:56:25.326,0.116,0,0,2022-10-23-0704_DATABASE_1_log,,,,
685,2,2022-10-21 04:56:25.326,0.196,0,0,2022-10-23-0704_DATABASE_2_log,,,,
686,4,2022-10-21 04:56:25.327,0.198,0,0,2022-10-23-0704_DATABASE_4_log,,,,
687,1,2022-10-21 04:56:25.327,0.198,0,0,2022-10-23-0705_DATABASE_1_log,,,,
688,2,2022-10-21 04:56:25.328,0.199,0,0,2022-10-23-0705_DATABASE_2_log,,,,
689,4,2022-10-21 04:56:25.330,0.199,0,0,2022-10-23-0705_DATABASE_4_log,,,,
690,1,2022-10-21 04:56:25.331,0.203,0,0,2022-10-23-0706_DATABASE_1_log,,,,
691,1,2022-10-21 04:56:25.331,0.204,0,0,2022-10-23-0707_DATABASE_1_log,,,,
692,2,2022-10-21 04:56:25.331,0.205,0,0,2022-10-23-0707_DATABASE_2_log,,,,
693,4,2022-10-21 04:56:25.347,0.21,0,0,2022-10-23-0707_DATABASE_4_log,,,,
694,1,2022-10-21 04:56:25.348,0.212,0,0,2022-10-23-0708_DATABASE_1_log,,,,
695,1,2022-10-21 04:56:25.348,0.276,0,0,2022-10-23-0709_DATABASE_1_log,,,,
696,2,2022-10-21 04:56:25.349,0.278,0,0,2022-10-23-0709_DATABASE_2_log,,,,
697,4,2022-10-21 04:56:25.349,0.278,0,0,2022-10-23-0709_DATABASE_4_log,,,,
698,1,2022-10-21 04:56:25.352,0.278,0,0,2022-10-23-0710_DATABASE_1_log,,,,
699,1,2022-10-21 04:56:25.353,0.279,0,0,2022-10-23-0711_DATABASE_1_log,,,,
700,2,2022-10-21 04:56:25.353,-0.641,0,0,2022-10-23-0711_DATABASE_2_log,,,,
701,4,2022-10-21 04:56:25.353,0.482,0,0,2022-10-23-0711_DATABASE_4_log,,,,
702,1,2022-10-21 04:56:26.183,0.482,0,0,2022-10-23-0712_DATABASE_1_log,,,,
703,2,2022-10-21 04:56:27.631,0.581,0,0,2022-10-23-0712_DATABASE_2_log,,,,
704,1,2022-10-21 04:56:33.003,0.582,0,0,2022-10-23-0713_DATABASE_1_log,,,,
705,4,2022-10-21 05:02:40.227,0.584,0,0,2022-10-23-0713_DATABASE_4_log,,,,
706,1,2022-10-21 05:02:40.228,0.585,0,0,2022-10-23-0714_DATABASE_1_log,,,,
707,2,2022-10-21 05:02:40.229,0.589,0,0,2022-10-23-0714_DATABASE_2_log,,,,
708,4,2022-10-21 05:02:40.230,0.59,0,0,2022-10-23-0714_DATABASE_4_log,,,,
709,1,2022-10-21 05:02:40.230,0.591,0,0,2022-10-23-0715_DATABASE_1_log,,,,
710,1,2022-10-21 05:02:40.231,0.594,0,0,2022-10-23-0716_DATABASE_1_log,,,,
711,2,2022-10-21 05:02:41.669,0.604,0,0,2022-10-23-0716_DATABASE_2_log,,,,
712,1,2022-10-21 05:02:41.670,0.605,0,0,2022-10-23-0717_DATABASE_1_log,,,,
713,2,2022-10-21 05:02:41.670,0.606,0,0,2022-10-23-0717_DATABASE_2_log,,,,
714,4,2022-10-21 05:02:41.672,0.606,0,0,2022-10-23-0717_DATABASE_4_log,,,,
715,1,2022-10-21 05:02:41.672,0.607,0,0,2022-10-23-0718_DATABASE_1_log,,,,
716,1,2022-10-21 05:02:41.672,0.607,0,0,2022-10-23-0719_DATABASE_1_log,,,,
717,2,2022-10-21 05:02:41.673,0.608,0,0,2022-10-23-0719_DATABASE_2_log,,,,
718,4,2022-10-21 05:02:42.922,0.609,0,0,2022-10-23-0719_DATABASE_4_log,,,,
719,1,2022-10-21 05:02:42.938,0.609,0,0,2022-10-23-0720_DATABASE_1_log,,,,
720,1,2022-10-21 05:02:47.270,-0.647,0,0,2022-10-23-0721_DATABASE_1_log,,,,
721,2,2022-10-21 05:02:47.270,-0.632,0,0,2022-10-23-0721_DATABASE_2_log,,,,
722,1,2022-10-21 05:02:47.270,-0.598,0,0,2022-10-23-0722_DATABASE_1_log,,,,
723,2,2022-10-21 05:02:47.272,-0.591,0,0,2022-10-23-0722_DATABASE_2_log,,,,
724,4,2022-10-21 05:02:47.272,-0.585,0,0,2022-10-23-0722_DATABASE_4_log,,,,
725,1,2022-10-21 05:02:47.272,-0.583,0,0,2022-10-23-0723_DATABASE_1_log,,,,
726,1,2022-10-21 05:02:47.273,-0.581,0,0,2022-10-23-0724_DATABASE_1_log,,,,
727,2,2022-10-21 05:02:47.273,-0.58,0,0,2022-10-23-0724_DATABASE_2_log,,,,
728,4,2022-10-21 05:02:47.273,-0.579,0,0,2022-10-23-0724_DATABASE_4_log,,,,
729,1,2022-10-21 05:02:47.275,-0.565,0,0,2022-10-23-0725_DATABASE_1_log,,,,
730,2,2022-10-21 05:02:47.275,-0.56,0,0,2022-10-23-0725_DATABASE_2_log,,,,
731,1,2022-10-21 05:02:47.278,0.437,0,0,2022-10-23-0726_DATABASE_1_log,,,,
732,1,2022-10-21 05:02:47.278,0.484,0,0,2022-10-23-0727_DATABASE_1_log,,,,
733,2,2022-10-21 05:02:47.279,0.593,0,0,2022-10-23-0727_DATABASE_2_log,,,,
734,4,2022-10-21 05:02:47.279,0.601,0,0,2022-10-23-0727_DATABASE_4_log,,,,
735,1,2022-10-21 05:02:47.280,0.603,0,0,2022-10-23-0728_DATABASE_1_log,,,,
736,2,2022-10-21 05:02:47.281,0.603,0,0,2022-10-23-0728_DATABASE_2_log,,,,
737,1,2022-10-21 05:02:47.281,0.604,0,0,2022-10-23-0729_DATABASE_1_log,,,,
738,4,2022-10-21 05:02:47.281,0.614,0,0,2022-10-23-0729_DATABASE_4_log,,,,
739,1,2022-10-21 05:02:47.283,0.615,0,0,2022-10-23-0730_DATABASE_1_log,,,,
740,2,2022-10-21 05:04:34.501,0.623,0,0,2022-10-23-0730_DATABASE_2_log,,,,
741,1,2022-10-21 05:08:23.559,0.623,0,0,2022-10-23-0731_DATABASE_1_log,,,,
742,4,2022-10-21 05:08:23.560,0.082,0,0,2022-10-23-0731_DATABASE_4_log,,,,
743,1,2022-10-21 05:08:23.561,0.014,0,0,2022-10-23-0732_DATABASE_1_log,,,,
744,2,2022-10-21 05:08:23.561,0.631,0,0,2022-10-23-0732_DATABASE_2_log,,,,
745,4,2022-10-21 05:08:23.562,0.012,0,0,2022-10-23-0732_DATABASE_4_log,,,,
746,1,2022-10-21 05:08:25.157,0.01,0,0,2022-10-23-0733_DATABASE_1_log,,,,
747,2,2022-10-21 05:08:25.158,-0.654,0,0,2022-10-23-0733_DATABASE_2_log,,,,
748,1,2022-10-21 05:08:25.158,0.028,0,0,2022-10-23-0734_DATABASE_1_log,,,,
749,1,2022-10-21 05:08:25.158,-0.139,0,0,2022-10-23-0735_DATABASE_1_log,,,,
750,2,2022-10-21 05:08:25.159,0.581,0,0,2022-10-23-0735_DATABASE_2_log,,,,
751,4,2022-10-21 05:08:27.507,0.012,0,0,2022-10-23-0735_DATABASE_4_log,,,,
752,1,2022-10-21 05:08:27.510,0.015,0,0,2022-10-23-0736_DATABASE_1_log,,,,
753,2,2022-10-21 05:08:27.511,0.166,0,0,2022-10-23-0736_DATABASE_2_log,,,,
754,1,2022-10-21 05:08:41.723,0.167,0,0,2022-10-23-0737_DATABASE_1_log,,,,
755,4,2022-10-21 05:15:36.339,0.17,0,0,2022-10-23-0737_DATABASE_4_log,,,,
756,1,2022-10-21 05:15:36.340,0.171,0,0,2022-10-23-0738_DATABASE_1_log,,,,
757,2,2022-10-21 05:15:36.340,0.185,0,0,2022-10-23-0738_DATABASE_2_log,,,,
758,1,2022-10-21 05:15:36.341,0.186,0,0,2022-10-23-0739_DATABASE_1_log,,,,
759,2,2022-10-21 05:15:36.341,0.187,0,0,2022-10-23-0739_DATABASE_2_log,,,,
760,1,2022-10-21 05:15:36.342,0.196,0,0,2022-10-23-0740_DATABASE_1_log,,,,
761,4,2022-10-21 05:15:36.342,0.206,0,0,2022-10-23-0740_DATABASE_4_log,,,,
762,1,2022-10-21 05:15:36.342,0.207,0,0,2022-10-23-0741_DATABASE_1_log,,,,
763,2,2022-10-21 05:15:36.343,0.208,0,0,2022-10-23-0741_DATABASE_2_log,,,,
764,1,2022-10-21 05:15:36.343,0.21,0,0,2022-10-23-0742_DATABASE_1_log,,,,
765,2,2022-10-21 05:15:36.344,0.211,0,0,2022-10-23-0742_DATABASE_2_log,,,,
766,4,2022-10-21 05:15:36.344,0.215,0,0,2022-10-23-0742_DATABASE_4_log,,,,
767,1,2022-10-21 05:15:36.344,0.216,0,0,2022-10-23-0743_DATABASE_1_log,,,,
768,1,2022-10-21 05:15:36.347,0.228,0,0,2022-10-23-0744_DATABASE_1_log,,,,
769,2,2022-10-21 05:15:36.353,0.228,0,0,2022-10-23-0744_DATABASE_2_log,,,,
770,4,2022-10-21 05:15:36.354,0.011,0,0,2022-10-23-0744_DATABASE_4_log,,,,
771,1,2022-10-21 05:15:36.354,-0.385,0,0,2022-10-23-0745_DATABASE_1_log,,,,
772,1,2022-10-21 05:15:36.355,-0.275,0,0,2022-10-23-0746_DATABASE_1_log,,,,
773,2,2022-10-21 05:15:36.355,0,0,0,2022-10-23-0746_DATABASE_2_log,,,,
774,4,2022-10-21 05:15:36.356,0,0,0,2022-10-23-0746_DATABASE_4_log,,,,
775,1,2022-10-21 05:15:36.356,0,0,0,2022-10-23-0747_DATABASE_1_log,,,,
776,1,2022-10-21 05:15:36.367,0,0,0,2022-10-23-0748_DATABASE_1_log,,,,
777,2,2022-10-21 05:15:36.377,0,0,0,2022-10-23-0748_DATABASE_2_log,,,,
778,4,2022-10-21 05:15:36.384,0,0,0,2022-10-23-0748_DATABASE_4_log,,,,
779,1,2022-10-21 05:15:36.410,0,0,0,2022-10-23-0749_DATABASE_1_log,,,,
780,2,2022-10-21 05:15:37.340,0,0,0,2022-10-23-0749_DATABASE_2_log,,,,
781,1,2022-10-21 05:15:37.363,0,0,0,2022-10-23-0750_DATABASE_1_log,,,,
782,4,2022-10-21 05:15:37.365,0,0,0,2022-10-23-0750_DATABASE_4_log,,,,
783,1,2022-10-21 05:15:37.367,-0.565,0,0,2022-10-23-0751_DATABASE_1_log,,,,
784,2,2022-10-21 05:15:37.370,-0.565,0,0,2022-10-23-0751_DATABASE_2_log,,,,
785,1,2022-10-21 05:15:37.381,-0.553,0,0,2022-10-23-0752_DATABASE_1_log,,,,
786,4,2022-10-21 05:15:37.421,-0.553,0,0,2022-10-23-0752_DATABASE_4_log,,,,
787,1,2022-10-21 05:20:07.571,-0.553,0,0,2022-10-23-0753_DATABASE_1_log,,,,
788,2,2022-10-21 05:20:07.590,-0.552,0,0,2022-10-23-0753_DATABASE_2_log,,,,
789,1,2022-10-21 05:20:07.590,-0.548,0,0,2022-10-23-0754_DATABASE_1_log,,,,
790,2,2022-10-21 05:20:07.602,-0.545,0,0,2022-10-23-0754_DATABASE_2_log,,,,
791,4,2022-10-21 05:20:07.603,-0.543,0,0,2022-10-23-0754_DATABASE_4_log,,,,
792,1,2022-10-21 05:20:07.603,-0.543,0,0,2022-10-23-0755_DATABASE_1_log,,,,
793,1,2022-10-21 05:20:07.604,-0.543,0,0,2022-10-23-0756_DATABASE_1_log,,,,
794,2,2022-10-21 05:20:07.604,-0.543,0,0,2022-10-23-0756_DATABASE_2_log,,,,
795,1,2022-10-21 05:20:07.606,-0.542,0,0,2022-10-23-0757_DATABASE_1_log,,,,
796,2,2022-10-21 05:20:07.607,-0.542,0,0,2022-10-23-0757_DATABASE_2_log,,,,
797,1,2022-10-21 05:20:07.607,-0.542,0,0,2022-10-23-0758_DATABASE_1_log,,,,
798,2,2022-10-21 05:20:07.608,-0.54,0,0,2022-10-23-0758_DATABASE_2_log,,,,
799,1,2022-10-21 05:20:07.608,-0.539,0,0,2022-10-23-0759_DATABASE_1_log,,,,
800,1,2022-10-21 05:20:07.610,-0.523,0,0,2022-10-23-0800_DATABASE_1_log,,,,
801,2,2022-10-21 05:20:07.611,-0.523,0,0,2022-10-23-0800_DATABASE_2_log,,,,
802,1,2022-10-21 05:23:33.358,-0.338,0,0,2022-10-23-0801_DATABASE_1_log,,,,
803,2,2022-10-21 05:26:55.680,0.014,0,0,2022-10-23-0801_DATABASE_2_log,,,,
804,1,2022-10-21 05:26:55.681,0.015,0,0,2022-10-23-0802_DATABASE_1_log,,,,
805,2,2022-10-21 05:26:55.691,0.029,0,0,2022-10-23-0802_DATABASE_2_log,,,,
